CD_CLIENTE,Recencia,Frequencia,Monetario,R_Score,F_Score,M_Score,RFM_Score,Segmento
TFCPZW,219,16,64510.59591714314,5,4,5,545,Amantes
TFCQ13,1767,17,19654.765184260486,2,4,4,244,Prestes a te largar
TFCQ30,3900,6,18354.322926781293,1,2,4,124,Clientes Regulares
TFCQ42,1024,4,20439.15031896852,3,2,4,324,Prestes a te largar
TFCQ61,1865,2,2050.053084039751,1,1,3,113,Clientes Regulares
TFCQ72,192,12,128830.03823590958,5,3,5,535,Amantes
TFCQ76,305,8,7415.25547684892,4,3,3,433,Amantes
TFCQ95,165,8,10571.414899963616,5,3,4,534,Amantes
TFCQAC,1863,3,294.1985501791281,1,2,2,122,Clientes Regulares
TFCQB8,179,16,16782.29046404773,5,4,4,544,Amantes
TFCQBO,955,3,632.8570958813762,3,2,2,322,Prestes a te largar
TFCQDN,1576,7,9326.955411053064,2,3,4,234,Prestes a te largar
TFCQDV,1207,20,61581.13791030828,2,4,5,245,Prestes a te largar
TFCQDZ,1598,27,61917.438092027136,2,5,5,255,Prestes a te largar
TFCQEH,386,57,226420.88867379015,4,5,5,455,Amantes
TFCQF7,291,41,75167.13052109237,4,5,5,455,Amantes
TFCQFV,696,9,4322.528057558764,3,3,3,333,Amigos Platônicos
TFCQGF,687,25,41523.43720119009,3,4,5,345,Prestes a te largar
TFCQGT,219,53,125589.36446427033,5,5,5,555,Almas Gêmeas
TFCQGU,264,12,15244.473196431638,4,3,4,434,Amantes
TFCQJC,218,17,11754.308897720979,5,4,4,544,Amantes
TFCQL3,610,38,38718.16114100355,3,5,5,355,Prestes a te largar
TFCQLG,855,12,15996.446590832971,3,3,4,334,Amigos Platônicos
TFCQLK,1839,4,23342.31319796708,2,2,4,224,Prestes a te largar
TFCQMJ,366,42,31516.54989944966,4,5,4,454,Amantes
TFCQMP,1837,2,1826.819850088471,2,1,3,213,Prestes a te largar
TFCQNH,143,36,33360.85779618871,5,5,4,554,Amantes
TFCQO1,464,2,154.2647499731836,4,1,1,411,Aprendiz
TFCQO2,1835,2,155.96310834982302,2,1,1,211,Prestes a te largar
TFCQO5,1492,19,19140.545147159155,2,4,4,244,Prestes a te largar
TFCQOG,1460,16,36223.3441512953,2,4,4,244,Prestes a te largar
TFCQOP,207,37,32674.380499579493,5,5,4,554,Amantes
TFCQPY,1830,9,98.1979042572377,2,3,1,231,Prestes a te largar
TFCQQ2,457,17,10058.556912649514,4,4,4,444,Amantes
TFCQRA,1212,8,9887.005901179431,2,3,4,234,Prestes a te largar
TFCQRC,1829,2,2860.350795563648,2,1,3,213,Prestes a te largar
TFCQRP,1758,6,9478.87020475758,2,2,4,224,Prestes a te largar
TFCQRT,859,20,17292.415944072683,3,4,4,344,Prestes a te largar
TFCQRY,1828,3,1667.043843105946,2,2,3,223,Prestes a te largar
TFCQSA,354,18,17447.311272651066,4,4,4,444,Amantes
TFCQSS,1828,6,29557.211853552286,2,2,4,224,Prestes a te largar
TFCQTA,549,4,8486.448780483288,3,2,3,323,Prestes a te largar
TFCQTI,1828,5,140.79559096636862,2,2,1,221,Prestes a te largar
TFCQTL,1159,13,17506.91776627078,2,4,4,244,Prestes a te largar
TFCQTM,810,23,15606.479965955294,3,4,4,344,Prestes a te largar
TFCQTT,1828,8,4809.44404105545,2,3,3,233,Prestes a te largar
TFCQTU,1828,8,6406.825763717603,2,3,3,233,Prestes a te largar
TFCQV8,177,69,125375.64035568523,5,5,5,555,Almas Gêmeas
TFCQWE,290,52,129636.51043722866,4,5,5,455,Amantes
TFCQWN,1824,4,4524.695762239401,2,2,3,223,Prestes a te largar
TFCQWP,214,49,105589.18513551741,5,5,5,555,Almas Gêmeas
TFCQXJ,1821,2,609.0842824657899,2,1,2,212,Prestes a te largar
TFCR25,1816,10,96.60884617216394,2,3,1,231,Prestes a te largar
TFCR77,1692,8,22511.252634902947,2,3,4,234,Prestes a te largar
TFCR83,702,30,30767.548632207407,3,5,4,354,Prestes a te largar
TFCR85,599,36,207875.78208808054,3,5,5,355,Prestes a te largar
TFCRA5,264,7,1208.7098858537615,4,3,2,432,Clientes Regulares
TFCRA6,135,52,377720.9354999667,5,5,5,555,Almas Gêmeas
TFCRAA,831,4,1760.306418813247,3,2,3,323,Prestes a te largar
TFCRAG,1300,8,10132.965188061691,2,3,4,234,Prestes a te largar
TFCRAH,1811,2,2229.7974135198947,2,1,3,213,Prestes a te largar
TFCRAJ,1219,6,22120.411607692728,2,2,4,224,Prestes a te largar
TFCRB2,1810,8,10228.61975861133,2,3,4,234,Prestes a te largar
TFCRC9,215,25,3349.1416994464157,5,4,3,543,Amantes
TFCRDK,1807,8,5373.454564822391,2,3,3,233,Prestes a te largar
TFCRDM,1807,4,2279.201145307692,2,2,3,223,Prestes a te largar
TFCRE2,1804,3,3692.197479955508,2,2,3,223,Prestes a te largar
TFCRE3,1804,8,5425.452076606192,2,3,3,233,Prestes a te largar
TFCRE9,1804,4,6566.437820262769,2,2,3,223,Prestes a te largar
TFCREU,1803,2,12315.195955463536,2,1,4,214,Prestes a te largar
TFCRF0,780,22,38103.153623506405,3,4,5,345,Prestes a te largar
TFCRF2,218,46,26273.747017764865,5,5,4,554,Amantes
TFCRFU,1800,2,229.0387609763726,2,1,2,212,Prestes a te largar
TFCRFY,1219,4,3330.766638891239,2,2,3,223,Prestes a te largar
TFCRG6,492,7,10260.913790911696,4,3,4,434,Amantes
TFCRGS,505,51,7849.417254235568,4,5,3,453,Amantes
TFCRGT,526,1,36.6618401056282,3,1,1,311,Prestes a te largar
TFCRGX,1800,5,6555.049570653066,2,2,3,223,Prestes a te largar
TFCRH2,1797,6,4235.567064045976,2,2,3,223,Prestes a te largar
TFCRHB,794,15,6274.7994192207025,3,4,3,343,Prestes a te largar
TFCRIC,709,16,14108.86839020599,3,4,4,344,Prestes a te largar
TFCRID,249,29,13075.627510889213,5,5,4,554,Amantes
TFCRIJ,1011,10,10374.489405420782,3,3,4,334,Amigos Platônicos
TFCRJ3,186,8,14506.078261328646,5,3,4,534,Amantes
TFCRJ4,184,33,43968.148414930045,5,5,5,555,Almas Gêmeas
TFCRJ7,369,27,80141.4792751193,4,5,5,455,Amantes
TFCRJD,159,39,129850.94920156623,5,5,5,555,Almas Gêmeas
TFCRKY,869,23,25787.3270894376,3,4,4,344,Prestes a te largar
TFCRKZ,368,13,29581.88429244458,4,4,4,444,Amantes
TFCRLG,4553,5,0.2480275847072662,1,2,1,121,Términos
TFCRLX,247,16,34460.528029633366,5,4,4,544,Amantes
TFCRMK,386,20,37888.487850870864,4,4,5,445,Amantes
TFCRN5,767,17,1674.6276017976763,3,4,3,343,Prestes a te largar
TFCRO0,459,27,92126.69344648805,4,5,5,455,Amantes
TFCRO4,1780,4,3237.7689061981177,2,2,3,223,Prestes a te largar
TFCROE,404,38,27884.963635024833,4,5,4,454,Amantes
TFCRPP,1667,6,2913.487552694157,2,2,3,223,Prestes a te largar
TFCRR0,1773,4,348.398883223718,2,2,2,222,Prestes a te largar
TFCRRV,921,17,30691.35792127124,3,4,4,344,Prestes a te largar
TFCRRX,590,4,0.050446288415037115,3,2,1,321,Prestes a te largar
TFCRSW,1768,2,2930.8536874810297,2,1,3,213,Prestes a te largar
TFCRT4,192,11,36084.26373413501,5,3,4,534,Amantes
TFCRTD,577,2,4378.60751484682,3,1,3,313,Prestes a te largar
TFCRTY,191,16,208137.80851782294,5,4,5,545,Amantes
TFCRU0,929,13,16103.42635313184,3,4,4,344,Prestes a te largar
TFCRUB,887,6,6328.945102119512,3,2,3,323,Prestes a te largar
TFCRUI,222,46,104198.46504106208,5,5,5,555,Almas Gêmeas
TFCRUR,1159,12,51630.262804137994,2,3,5,235,Prestes a te largar
TFCRUS,288,45,49794.45931085431,4,5,5,455,Amantes
TFCRVL,813,15,1062.4702995959362,3,4,2,342,Prestes a te largar
TFCRVM,800,9,12461.330445287198,3,3,4,334,Amigos Platônicos
TFCRVQ,1395,11,648.2263984184909,2,3,2,232,Prestes a te largar
TFCRW6,1172,16,18079.50415906831,2,4,4,244,Prestes a te largar
TFCRW8,1611,4,765.4341456934621,2,2,2,222,Prestes a te largar
TFCRW9,162,13,51486.20922371148,5,4,5,545,Amantes
TFCRWB,1040,17,10033.968550904545,2,4,4,244,Prestes a te largar
TFCRWC,1254,16,15230.93257184957,2,4,4,244,Prestes a te largar
TFCRWT,775,22,46953.067912020015,3,4,5,345,Prestes a te largar
TFCRWW,1767,2,244.8200415355429,2,1,2,212,Prestes a te largar
TFCRX2,190,19,92536.26265827235,5,4,5,545,Amantes
TFCRX4,190,11,37753.40109821018,5,3,5,535,Amantes
TFCRXB,1767,1,89.4875117909079,2,1,1,211,Prestes a te largar
TFCRXC,1437,4,1164.4012291958848,2,2,2,222,Prestes a te largar
TFCRXD,1467,14,89432.07131993974,2,4,5,245,Prestes a te largar
TFCRXN,1765,3,7808.488498901507,2,2,3,223,Prestes a te largar
TFCRXR,1494,17,14475.747430419084,2,4,4,244,Prestes a te largar
TFCRYK,256,3,344.6910810252121,4,2,2,422,Clientes Regulares
TFCRYN,157,39,17632.22634669374,5,5,4,554,Amantes
TFCRZ4,278,17,2612.8444891700083,4,4,3,443,Amantes
TFCRZ9,1761,6,5659.4640008488095,2,2,3,223,Prestes a te largar
TFCS32,1009,20,1513.409671737953,3,4,2,342,Prestes a te largar
TFCS65,1275,13,1499.5495539959222,2,4,2,242,Prestes a te largar
TFCS74,1219,5,3684.285820389086,2,2,3,223,Prestes a te largar
TFCS77,1753,2,7671.997657879887,2,1,3,213,Prestes a te largar
TFCS95,452,15,741.093811533207,4,4,2,442,Clientes Regulares
TFCSAB,1191,8,8238.454826634967,2,3,3,233,Prestes a te largar
TFCSBP,1160,50,126774.23427499054,2,5,5,255,Prestes a te largar
TFCSBW,1747,2,2665.998061729989,2,1,3,213,Prestes a te largar
TFCSCQ,1573,5,596.1195863431258,2,2,2,222,Prestes a te largar
TFCSCT,275,21,57231.810262029016,4,4,5,445,Amantes
TFCSD1,796,8,5904.141111233851,3,3,3,333,Amigos Platônicos
TFCSDQ,1738,6,3931.2119944659626,2,2,3,223,Prestes a te largar
TFCSDU,1737,2,15585.45647525838,2,1,4,214,Prestes a te largar
TFCSDV,1577,7,11094.458833680195,2,3,4,234,Prestes a te largar
TFCSFC,162,19,64043.31615141206,5,4,5,545,Amantes
TFCSFE,1461,14,2371.8373462671684,2,4,3,243,Prestes a te largar
TFCSFO,1739,4,7730.700322165518,2,2,3,223,Prestes a te largar
TFCSFS,1053,9,11071.39226830241,2,3,4,234,Prestes a te largar
TFCSFV,1311,11,10048.1523656639,2,3,4,234,Prestes a te largar
TFCSGA,253,9,933.7439831328657,4,3,2,432,Clientes Regulares
TFCSHA,416,5,1620.7467619130487,4,2,3,423,Clientes Regulares
TFCSHC,360,24,4455.786132264456,4,4,3,443,Amantes
TFCSHZ,249,18,113.4789257896259,5,4,1,541,Clientes Regulares
TFCSI4,771,12,5354.524595094651,3,3,3,333,Amigos Platônicos
TFCSI8,304,20,25935.55930408782,4,4,4,444,Amantes
TFCSI9,480,44,97524.89611963528,4,5,5,455,Amantes
TFCSID,498,7,10488.754452538196,4,3,4,434,Amantes
TFCSIG,403,8,6255.646645052459,4,3,3,433,Amantes
TFCSIH,247,41,185550.70568443066,5,5,5,555,Almas Gêmeas
TFCSIU,184,46,117605.97447957647,5,5,5,555,Almas Gêmeas
TFCSJ0,372,26,73417.45565756252,4,5,5,455,Amantes
TFCSJJ,162,23,29022.014568185037,5,4,4,544,Amantes
TFCSJL,1733,2,29.06126598442932,2,1,1,211,Prestes a te largar
TFCSJM,2977,6,881.7086366327547,1,2,2,122,Clientes Regulares
TFCSJQ,233,28,83144.25255445064,5,5,5,555,Almas Gêmeas
TFCSJR,1732,4,264.0737082806155,2,2,2,222,Prestes a te largar
TFCSJV,1690,4,261.168842839383,2,2,2,222,Prestes a te largar
TFCSK0,4524,4,7974.288633492259,1,2,3,123,Clientes Regulares
TFCSK2,1731,8,7420.464056127774,2,3,3,233,Prestes a te largar
TFCSKD,1731,3,207.8008735536416,2,2,2,222,Prestes a te largar
TFCSL0,1727,2,2470.346335969634,2,1,3,213,Prestes a te largar
TFCSL3,1727,3,471.54668095955924,2,2,2,222,Prestes a te largar
TFCSL6,837,1,402.809409136703,3,1,2,312,Prestes a te largar
TFCSL8,141,9,502.47866347271264,5,3,2,532,Clientes Regulares
TFCSLQ,1219,6,7541.261897594948,2,2,3,223,Prestes a te largar
TFCSM2,436,4,601.0717303225344,4,2,2,422,Clientes Regulares
TFCSM7,380,9,1874.5294273569934,4,3,3,433,Amantes
TFCSM8,1725,2,2078.967215016305,2,1,3,213,Prestes a te largar
TFCSN0,1724,2,171.92095091844652,2,1,2,212,Prestes a te largar
TFCSN6,1716,1,207.304818384227,2,1,2,212,Prestes a te largar
TFCSNK,1514,16,54334.73036464184,2,4,5,245,Prestes a te largar
TFCSNW,394,6,11699.927798809578,4,2,4,424,Clientes Regulares
TFCSNY,246,14,17046.174998746774,5,4,4,544,Amantes
TFCSNZ,680,17,6823.844210757863,3,4,3,343,Prestes a te largar
TFCSO4,198,13,11982.994534678448,5,4,4,544,Amantes
TFCSP4,1712,7,5316.294716190788,2,3,3,233,Prestes a te largar
TFCSPC,648,6,229.99724045625777,3,2,2,322,Prestes a te largar
TFCSPD,155,26,5537.947299771723,5,5,3,553,Amantes
TFCSPE,1719,1,83.3078414600659,2,1,1,211,Prestes a te largar
TFCSPH,1719,5,288.510731160333,2,2,2,222,Prestes a te largar
TFCSRM,647,15,8274.502903564882,3,4,3,343,Prestes a te largar
TFCSRS,374,17,6245.729745521538,4,4,3,443,Amantes
TFCSRU,306,27,16441.647697667828,4,5,4,454,Amantes
TFCSSL,1713,2,85.0734615545922,2,1,1,211,Prestes a te largar
TFCSU9,822,11,1674.8377946660705,3,3,3,333,Amigos Platônicos
TFCSVE,855,15,13206.981238207221,3,4,4,344,Prestes a te largar
TFCSWJ,920,21,23430.577387263897,3,4,4,344,Prestes a te largar
TFCSWQ,1072,8,7561.524490108322,2,3,3,233,Prestes a te largar
TFCSXX,743,16,26676.510184470524,3,4,4,344,Prestes a te largar
TFCSY7,1447,2,83.6147230479241,2,1,1,211,Prestes a te largar
TFCSYA,1291,3,109.7332888748096,2,2,1,221,Prestes a te largar
TFCSYM,1447,2,83.6147230479241,2,1,1,211,Prestes a te largar
TFCSYO,1284,3,96.7433696079375,2,2,1,221,Prestes a te largar
TFCSZB,1706,4,264.0737082806155,2,2,2,222,Prestes a te largar
TFCSZN,1081,7,16074.238971426374,2,3,4,234,Prestes a te largar
TFCSZU,1706,2,2131.78027512948,2,1,3,213,Prestes a te largar
TFCT07,1447,3,114.0800773932385,2,2,1,221,Prestes a te largar
TFCT08,520,14,15591.560476156554,3,4,4,344,Prestes a te largar
TFCT16,1051,31,62789.566137718364,2,5,5,255,Prestes a te largar
TFCT26,134,79,130804.39666418273,5,5,5,555,Almas Gêmeas
TFCT97,1704,5,403.4231723124198,2,2,2,222,Prestes a te largar
TFCTBW,1220,10,12026.975290461622,2,3,4,234,Prestes a te largar
TFCTBZ,1037,11,49665.68675196018,3,3,5,335,Prestes a te largar
TFCTD5,214,21,2626.460783184701,5,4,3,543,Amantes
TFCTD6,520,13,17902.046727996312,3,4,4,344,Prestes a te largar
TFCTED,1691,14,852.0167920431373,2,4,2,242,Prestes a te largar
TFCTEM,1697,1,68.737271822856,2,1,1,211,Prestes a te largar
TFCTG8,306,7,7624.313303755559,4,3,3,433,Amantes
TFCTGM,1692,6,676.5267662193272,2,2,2,222,Prestes a te largar
TFCTGX,1692,7,6740.023498698908,2,3,3,233,Prestes a te largar
TFCTGY,306,15,2542.2449085331677,4,4,3,443,Amantes
TFCTIW,183,38,70202.475862156,5,5,5,555,Almas Gêmeas
TFCTJ9,1690,2,1660.6539799067068,2,1,3,213,Prestes a te largar
TFCTKD,1649,14,11773.49109889079,2,4,4,244,Prestes a te largar
TFCTKP,360,24,11525.95956935294,4,4,4,444,Amantes
TFCTLE,831,8,5855.872420935396,3,3,3,333,Amigos Platônicos
TFCTM2,183,12,155378.45688637946,5,3,5,535,Amantes
TFCTM4,1684,2,63.8061471302862,2,1,1,211,Prestes a te largar
TFCTMX,459,5,4923.574564737094,4,2,3,423,Clientes Regulares
TFCTNX,946,37,52875.642937812154,3,5,5,355,Prestes a te largar
TFCTNY,430,14,22524.96561763715,4,4,4,444,Amantes
TFCTO3,795,19,48596.103525697756,3,4,5,345,Prestes a te largar
TFCTO6,1380,9,10456.288062085758,2,3,4,234,Prestes a te largar
TFCTOJ,1682,2,166.3802669075283,2,1,1,211,Prestes a te largar
TFCTOW,144,26,49488.855695636004,5,5,5,555,Almas Gêmeas
TFCTPM,1677,4,326.58086348421455,2,2,2,222,Prestes a te largar
TFCTPS,134,42,35144.91180527332,5,5,4,554,Amantes
TFCTQ4,1677,10,1987.306308966181,2,3,3,233,Prestes a te largar
TFCTQD,320,22,14628.999050766604,4,4,4,444,Amantes
TFCTQR,1676,5,4654.7378860586305,2,2,3,223,Prestes a te largar
TFCTRB,408,12,1366.455429727581,4,3,2,432,Clientes Regulares
TFCTRC,1218,4,3921.4926762313207,2,2,3,223,Prestes a te largar
TFCTRJ,157,50,70030.0252252092,5,5,5,555,Almas Gêmeas
TFCTRW,249,13,57638.13409592528,5,4,5,545,Amantes
TFCTSH,159,22,12491.8630613504,5,4,4,544,Amantes
TFCTSS,1620,10,1987.51229797721,2,3,3,233,Prestes a te largar
TFCTTJ,478,6,13371.26378028816,4,2,4,424,Clientes Regulares
TFCTU7,1218,11,21209.015330327744,2,3,4,234,Prestes a te largar
TFCTVA,719,9,50.76157771763115,3,3,1,331,Prestes a te largar
TFCTVE,156,10,21787.646870020293,5,3,4,534,Amantes
TFCTVM,1663,4,239.5988506845868,2,2,2,222,Prestes a te largar
TFCTVY,1660,4,2453.0895014743237,2,2,3,223,Prestes a te largar
TFCTW1,1660,4,1306.617723952614,2,2,2,222,Prestes a te largar
TFCTW5,1662,4,1306.617723952614,2,2,2,222,Prestes a te largar
TFCTWD,1661,4,1571.010925393192,2,2,2,222,Prestes a te largar
TFCTWH,1661,4,2648.4259379320833,2,2,3,223,Prestes a te largar
TFCTWO,1661,4,1420.8911787847767,2,2,2,222,Prestes a te largar
TFCTWR,1661,4,1630.2054409908692,2,2,3,223,Prestes a te largar
TFCTWT,1586,6,55407.86164652284,2,2,5,225,Prestes a te largar
TFCTXP,1661,4,236.0381834939588,2,2,2,222,Prestes a te largar
TFCTZB,1655,7,76143.09804762868,2,3,5,235,Prestes a te largar
TFCU35,242,10,14268.198788307524,5,3,4,534,Amantes
TFCU50,157,22,15466.356992167806,5,4,4,544,Amantes
TFCU82,1649,4,795.0166899915131,2,2,2,222,Prestes a te largar
TFCU91,1186,5,8271.37943754051,2,2,3,223,Prestes a te largar
TFCU95,1415,20,28120.40066691517,2,4,4,244,Prestes a te largar
TFCUA3,682,42,15850.686244315128,3,5,4,354,Prestes a te largar
TFCUAA,477,37,23697.530737841535,4,5,4,454,Amantes
TFCUAK,654,10,636.1949586315052,3,3,2,332,Prestes a te largar
TFCUBV,1646,8,40837.05238944291,2,3,5,235,Prestes a te largar
TFCUC5,1646,2,3471.71777258022,2,1,3,213,Prestes a te largar
TFCUCP,641,16,26229.350080102256,3,4,4,344,Prestes a te largar
TFCUDE,544,12,8782.173330886972,3,3,3,333,Amigos Platônicos
TFCUDH,1636,1,0.424589594159896,2,1,1,211,Prestes a te largar
TFCUDI,1646,1,69.7293821616851,2,1,1,211,Prestes a te largar
TFCUDL,1218,8,4544.861666033305,2,3,3,233,Prestes a te largar
TFCUDS,1535,8,3881.610681381866,2,3,3,233,Prestes a te largar
TFCUDT,1218,20,123984.57134106854,2,4,5,245,Prestes a te largar
TFCUDW,985,13,2003.3356171100597,3,4,3,343,Prestes a te largar
TFCUF5,1852,4,186.78579057141098,2,2,2,222,Prestes a te largar
TFCUFE,562,11,15665.064922234646,3,3,4,334,Amigos Platônicos
TFCUFN,285,4,384.5142218715165,4,2,2,422,Clientes Regulares
TFCUFO,654,10,618.7405428399021,3,3,2,332,Prestes a te largar
TFCUGZ,201,34,37781.89484344993,5,5,5,555,Almas Gêmeas
TFCUH0,1639,1,63.9406705660595,2,1,1,211,Prestes a te largar
TFCUHA,400,22,1395.6217921462091,4,4,2,442,Clientes Regulares
TFCUI7,214,29,2416.1333913529397,5,5,3,553,Amantes
TFCUJX,641,7,13632.52510798964,3,3,4,334,Amigos Platônicos
TFCUK4,1632,3,673.7900550728109,2,2,2,222,Prestes a te largar
TFCUK9,1632,8,3236.142013396734,2,3,3,233,Prestes a te largar
TFCUKG,275,12,11571.668110514334,4,3,4,434,Amantes
TFCUKX,964,3,3387.2875012029176,3,2,3,323,Prestes a te largar
TFCUMB,256,13,190.05639160365232,4,4,2,442,Clientes Regulares
TFCUN9,611,17,10824.924314678648,3,4,4,344,Prestes a te largar
TFCUOR,1352,26,6732.036169699862,2,5,3,253,Prestes a te largar
TFCUOV,1618,9,562.5391736881832,2,3,2,232,Prestes a te largar
TFCUPX,327,13,1024.3202939820649,4,4,2,442,Clientes Regulares
TFCUQV,305,17,947.3350540033497,4,4,2,442,Clientes Regulares
TFCURD,1135,2,59.21133102714982,2,1,1,211,Prestes a te largar
TFCURJ,1618,6,4933.550318271164,2,2,3,223,Prestes a te largar
TFCUSP,1618,7,4040.7350904723653,2,3,3,233,Prestes a te largar
TFCUT6,274,18,28735.849589436006,4,4,4,444,Amantes
TFCUT9,521,35,15692.507703132404,3,5,4,354,Prestes a te largar
TFCUTR,1618,10,394.4058982582315,2,3,2,232,Prestes a te largar
TFCUUM,988,5,3348.309335687571,3,2,3,323,Prestes a te largar
TFCUV8,1612,4,2153.060201125886,2,2,3,223,Prestes a te largar
TFCUWG,1608,1,61.0736398411383,2,1,1,211,Prestes a te largar
TFCUWH,1340,3,4521.366307204002,2,2,3,223,Prestes a te largar
TFCUWW,815,2,612.2750102080413,3,1,2,312,Prestes a te largar
TFCUX1,1815,4,6117.453241796826,2,2,3,223,Prestes a te largar
TFCUXK,145,5,150.44764748311232,5,2,1,521,Clientes Regulares
TFCUXW,162,10,892.7942085119596,5,3,2,532,Clientes Regulares
TFCUYD,228,69,461581.0419063131,5,5,5,555,Almas Gêmeas
TFCUYZ,1648,4,606.8898689197364,2,2,2,222,Prestes a te largar
TFCV09,1632,2,0.4414050236315748,2,1,1,211,Prestes a te largar
TFCV77,1218,7,8356.700926679812,2,3,3,233,Prestes a te largar
TFCV88,159,3,697.9328079367739,5,2,2,522,Clientes Regulares
TFCVAS,612,17,5217.714260913074,3,4,3,343,Prestes a te largar
TFCVBA,1594,3,3018.8614414784297,2,2,3,223,Prestes a te largar
TFCVD4,948,2,146.8491455761729,3,1,1,311,Prestes a te largar
TFCVE0,625,8,7166.433363099122,3,3,3,333,Amigos Platônicos
TFCVE9,282,24,19613.340373756975,4,4,4,444,Amantes
TFCVEB,179,8,14874.996172365147,5,3,4,534,Amantes
TFCVED,1542,3,222.3083853303332,2,2,2,222,Prestes a te largar
TFCVEG,1590,2,179.9040760601266,2,1,2,212,Prestes a te largar
TFCVEO,1590,2,179.9040760601266,2,1,2,212,Prestes a te largar
TFCVEU,1590,1,70.5407266336936,2,1,1,211,Prestes a te largar
TFCVG6,401,27,32022.938150274553,4,5,4,454,Amantes
TFCVGN,331,12,1898.012174614197,4,3,3,433,Amantes
TFCVIC,367,7,2601.1115232561388,4,3,3,433,Amantes
TFCVIZ,1450,1,116.972331262367,2,1,1,211,Prestes a te largar
TFCVLB,1577,2,470.8740637806923,2,1,2,212,Prestes a te largar
TFCVLQ,1576,4,724.2279357731123,2,2,2,222,Prestes a te largar
TFCVLT,1241,9,1288.7219031373784,2,3,2,232,Prestes a te largar
TFCVM3,1615,1,0.00420385736791976,2,1,1,211,Prestes a te largar
TFCVML,331,6,13450.691461397633,4,2,4,424,Clientes Regulares
TFCVMY,682,9,12583.931741565204,3,3,4,334,Amigos Platônicos
TFCVMZ,1615,1,0.00420385736791976,2,1,1,211,Prestes a te largar
TFCVN8,281,35,16908.26325393482,4,5,4,454,Amantes
TFCVO9,612,15,36449.545308548295,3,4,4,344,Prestes a te largar
TFCVOB,871,19,204.29906036616444,3,4,2,342,Prestes a te largar
TFCVOL,144,34,7050.209318448239,5,5,3,553,Amantes
TFCVPH,467,14,395.4989011738907,4,4,2,442,Clientes Regulares
TFCVQE,157,63,958766.3090739176,5,5,5,555,Almas Gêmeas
TFCVQL,999,24,280.80926446230376,3,4,2,342,Prestes a te largar
TFCVQN,1194,18,408.4762088686591,2,4,2,242,Prestes a te largar
TFCVQO,155,37,579.4134571630118,5,5,2,552,Clientes Regulares
TFCVQQ,155,23,476.8351335284024,5,4,2,542,Clientes Regulares
TFCVRY,1218,6,4185.969954819264,2,2,3,223,Prestes a te largar
TFCVSO,477,6,1958.505682138562,4,2,3,423,Clientes Regulares
TFCVSW,229,16,20568.065809013133,5,4,4,544,Amantes
TFCVTJ,1558,1,79.9825902820413,2,1,1,211,Prestes a te largar
TFCVTU,549,5,941.6724581287608,3,2,2,322,Prestes a te largar
TFCVU9,487,7,4485.574665573532,4,3,3,433,Amantes
TFCVV5,782,8,6109.949356395098,3,3,3,333,Amigos Platônicos
TFCVVH,164,22,33142.068039475314,5,4,4,544,Amantes
TFCVVQ,183,50,152319.4275877507,5,5,5,555,Almas Gêmeas
TFCVVU,179,17,132499.87539852568,5,4,5,545,Amantes
TFCVVV,1010,8,9485.726696124651,3,3,4,334,Amigos Platônicos
TFCVVX,1555,9,111.15419266516642,2,3,1,231,Prestes a te largar
TFCVW1,400,20,18983.787509766782,4,4,4,444,Amantes
TFCVWG,1486,3,7580.853826286009,2,2,3,223,Prestes a te largar
TFCVXA,1555,2,2451.8829944097283,2,1,3,213,Prestes a te largar
TFCVXB,326,9,421.810844439701,4,3,2,432,Clientes Regulares
TFCVXO,376,21,38594.52569581304,4,4,5,445,Amantes
TFCVXQ,274,73,64921.85087573202,4,5,5,455,Amantes
TFCVXW,1555,5,5438.576519308848,2,2,3,223,Prestes a te largar
TFCVY1,359,13,9265.040999738332,4,4,4,444,Amantes
TFCVYE,190,33,2101.924480102512,5,5,3,553,Amantes
TFCVYG,1450,7,12249.44342237194,2,3,4,234,Prestes a te largar
TFCVYK,1555,3,5315.252159563544,2,2,3,223,Prestes a te largar
TFCVYN,459,4,2086.3786155559496,4,2,3,423,Clientes Regulares
TFCVYU,183,36,52051.7289322736,5,5,5,555,Almas Gêmeas
TFCW31,1549,1,55.9239145654366,2,1,1,211,Prestes a te largar
TFCW53,1549,7,575.9158478329035,2,3,2,232,Prestes a te largar
TFCW66,779,20,4800.666386871223,3,4,3,343,Prestes a te largar
TFCW93,493,6,6915.408428088522,4,2,3,423,Clientes Regulares
TFCWBH,1542,2,2451.3953469550493,2,1,3,213,Prestes a te largar
TFCWD9,1538,6,3430.3013697914757,2,2,3,223,Prestes a te largar
TFCWE0,275,32,10321.69736459444,4,5,4,454,Amantes
TFCWE4,1079,10,10258.971608807718,2,3,4,234,Prestes a te largar
TFCWEF,337,15,7155.175433067823,4,4,3,443,Amantes
TFCWEJ,1171,42,2677.6679697833342,2,5,3,253,Prestes a te largar
TFCWES,1535,3,714.092435659058,2,2,2,222,Prestes a te largar
TFCWET,858,10,39323.36946697615,3,3,5,335,Prestes a te largar
TFCWEY,1006,7,4277.294552279955,3,3,3,333,Amigos Platônicos
TFCWF4,1535,3,187.4752231797496,2,2,2,222,Prestes a te largar
TFCWFQ,340,21,37439.49486469019,4,4,5,445,Amantes
TFCWG7,1509,13,730.0418705129458,2,4,2,242,Prestes a te largar
TFCWGK,341,9,7433.004162656281,4,3,3,433,Amantes
