CD_CLIENTE,Recencia,Frequencia,Monetario,R_Score,F_Score,M_Score,RFM_Score,Segmento
TA0717,613,7,4817.549078060793,3,3,3,333,Amigos Platônicos
TA0719,194,55,51841.456190587596,5,5,5,555,Almas Gêmeas
TA0729,193,32,54140.167437939825,5,5,5,555,Almas Gêmeas
TA0900,2052,29,21754.74748225897,1,5,4,154,Clientes Regulares
TA2501,1064,29,1214.990448761433,2,5,2,252,Prestes a te largar
TA2514,214,22,3043.2816489286747,5,4,3,543,Amantes
TA2531,2984,26,2586.162606455816,1,5,3,153,Clientes Regulares
TA2544,1010,52,4430.445280050638,3,5,3,353,Prestes a te largar
TA2551,283,29,775.0567752086313,4,5,2,452,Clientes Regulares
TA2554,283,34,1356.0340673125088,4,5,2,452,Clientes Regulares
TA2555,1569,7,506.6362784095853,2,3,2,232,Prestes a te largar
TA2569,8382,4,78.52805563274113,1,2,1,121,Términos
TA2570,325,8,190.37588476361424,4,3,2,432,Clientes Regulares
TA2574,471,9,330.33911197113457,4,3,2,432,Clientes Regulares
TA2578,365,5,158.25421061533933,4,2,1,421,Clientes Regulares
TA2580,663,6,169.48271364505302,3,2,2,322,Prestes a te largar
TA2584,712,2,166.397082337,3,1,1,311,Prestes a te largar
TA2588,561,5,153.63417136799552,3,2,1,321,Prestes a te largar
TA2591,149,7,207.11984866003863,5,3,2,532,Clientes Regulares
TA2602,2329,8,0.06726171788671616,1,3,1,131,Clientes Regulares
TA2604,549,9,266.9491467202727,3,3,2,332,Prestes a te largar
TA2609,1787,1,0.00420385736791976,2,1,1,211,Prestes a te largar
TA2614,570,13,782.7666496213948,3,4,2,342,Prestes a te largar
TA2616,631,6,352.70783702583594,3,2,2,322,Prestes a te largar
TA2617,3083,11,1771.7240954245199,1,3,3,133,Clientes Regulares
TA2621,752,11,3965.448208870293,3,3,3,333,Amigos Platônicos
TA2634,1336,44,4274.17529011296,2,5,3,253,Prestes a te largar
TA2641,1338,44,3133.2357888874267,2,5,3,253,Prestes a te largar
TA2644,338,65,7764.221880817307,4,5,3,453,Amantes
TA2656,338,31,4224.296522442584,4,5,3,453,Amantes
TA2657,1335,58,3022.199304228563,2,5,3,253,Prestes a te largar
TA2668,2368,10,934.1223302959753,1,3,2,132,Clientes Regulares
TA2685,2951,7,1461.1473169399742,1,3,2,132,Clientes Regulares
TA2702,1996,3,478.3064836071747,1,1,2,112,Clientes Regulares
TA2722,247,20,7908.506673399048,5,4,3,543,Amantes
TA2727,6686,3,1.261157210375928,1,1,1,111,Clientes Regulares
TA2738,6587,4,191.13678294720793,1,2,2,122,Clientes Regulares
TA2750,214,19,2436.8331850325794,5,4,3,543,Amantes
TA2769,4678,4,176.0239157095359,1,2,2,122,Clientes Regulares
TA2770,5135,26,5180.34617276963,1,5,3,153,Clientes Regulares
TA2800,298,38,5863.969050226008,4,5,3,453,Amantes
TA2805,234,25,2968.831334942819,5,4,3,543,Amantes
TA2821,5135,21,4700.29508835478,1,4,3,143,Clientes Regulares
TA2826,823,27,2811.405284228973,3,5,3,353,Prestes a te largar
TA2836,635,8,756.5555989324153,3,3,2,332,Prestes a te largar
TA2837,1065,4,194.5208881283832,2,2,2,222,Prestes a te largar
TA2843,281,21,3163.0537491980804,4,4,3,443,Amantes
TA2853,1520,12,197.4972191448708,2,3,2,232,Prestes a te largar
TA2859,214,22,2558.719825558037,5,4,3,543,Amantes
TA2866,4029,24,7974.860358094301,1,4,3,143,Clientes Regulares
TA2867,6707,3,1.261157210375928,1,1,1,111,Clientes Regulares
TA2868,1475,9,8344.631652176518,2,3,3,233,Prestes a te largar
TA2869,1257,12,197.1440951259648,2,3,2,232,Prestes a te largar
TA2872,597,30,3014.695418826825,3,5,3,353,Prestes a te largar
TA2875,597,29,2972.6190104313173,3,5,3,353,Prestes a te largar
TA2879,906,33,3607.4351038461427,3,5,3,353,Prestes a te largar
TA2884,214,21,2898.4587626038356,5,4,3,543,Amantes
TA2888,5135,21,5405.092795373354,1,4,3,143,Clientes Regulares
TA2895,214,22,2491.390845953443,5,4,3,543,Amantes
TA2896,1481,8,787.180699857711,2,3,2,232,Prestes a te largar
TA2900,214,3,3002.954045198228,5,1,3,513,Clientes Regulares
TA2901,597,30,2716.8437165949817,3,5,3,353,Prestes a te largar
TA2904,400,1,98.1180309672472,4,1,1,411,Aprendiz
TA2928,668,21,1487.3751830584265,3,4,2,342,Prestes a te largar
TA2963,676,1,139.467172038106,3,1,1,311,Prestes a te largar
TA2973,4579,37,5528.610532557579,1,5,3,153,Clientes Regulares
TA2977,827,14,772.1603174821331,3,4,2,342,Prestes a te largar
TA2995,1808,1,87.2174288122313,2,1,1,211,Prestes a te largar
TA3007,737,56,4676.135520061342,3,5,3,353,Prestes a te largar
TA3016,1086,23,4870.568127184997,2,4,3,243,Prestes a te largar
TA3026,1068,5,489.06835846904903,2,2,2,222,Prestes a te largar
TA3030,240,28,6528.598900094119,5,5,3,553,Amantes
TA3050,7236,4,456.522094726616,1,2,2,122,Clientes Regulares
TA3077,194,15,3020.4084609898277,5,4,3,543,Amantes
TA3082,2006,19,2216.748640249872,1,4,3,143,Clientes Regulares
TA3087,1184,24,7431.642112869072,2,4,3,243,Prestes a te largar
TA3091,662,22,1007.5048645103867,3,4,2,342,Prestes a te largar
TA3094,1030,14,4010.8456645864644,3,4,3,343,Prestes a te largar
TA3095,1024,41,11715.982330097655,3,5,4,354,Prestes a te largar
TA3098,327,24,528.3365901427877,4,4,2,442,Clientes Regulares
TA3126,858,24,2721.186301256028,3,4,3,343,Prestes a te largar
TA3129,863,23,4886.555396755196,3,4,3,343,Prestes a te largar
TA3130,1026,30,9538.316951797333,3,5,4,354,Prestes a te largar
TA3134,906,4,243.6723884741008,3,2,2,322,Prestes a te largar
TA3138,214,2,3606.1108887752494,5,1,3,513,Clientes Regulares
TA3151,1730,15,2397.3547604904466,2,4,3,243,Prestes a te largar
TA3153,3592,4,162.40762169484393,1,2,1,121,Términos
TA3155,169,33,4455.4708429618495,5,5,3,553,Amantes
TA3162,4482,5,2.10192868395988,1,2,1,121,Términos
TA3179,2852,8,809.696559920288,1,3,2,132,Clientes Regulares
TA3188,656,51,22892.349120734387,3,5,4,354,Prestes a te largar
TA3197,278,18,2914.588963324553,4,4,3,443,Amantes
TA3205,1445,2,939.814353172141,2,1,2,212,Prestes a te largar
TA3249,1102,41,4518.793546494844,2,5,3,253,Prestes a te largar
TA3260,696,27,4132.496889099316,3,5,3,353,Prestes a te largar
TA3294,1531,20,2604.890791029901,2,4,3,243,Prestes a te largar
TA3307,184,21,4326.904273078773,5,4,3,543,Amantes
TA3318,191,28,2991.7129305964067,5,5,3,553,Amantes
TA3331,863,24,32723.737988936227,3,4,4,344,Prestes a te largar
TA3339,3673,4,170.20998096970294,1,2,2,122,Clientes Regulares
TA3368,584,29,4046.4102979190607,3,5,3,353,Prestes a te largar
TA3374,214,29,3620.265276533042,5,5,3,553,Amantes
TA3402,4568,4,2.001036107129806,1,2,1,121,Términos
TA3424,214,11,2958.9901048445136,5,3,3,533,Amantes
TA3425,214,25,3370.6738568849037,5,4,3,543,Amantes
TA3434,4579,1,742.447453605677,1,1,2,112,Clientes Regulares
TA3451,1220,14,2136.232160082102,2,4,3,243,Prestes a te largar
TA3476,3700,4,170.20998096970294,1,2,2,122,Clientes Regulares
TA3484,1009,22,2956.299636129054,3,4,3,343,Prestes a te largar
TA3491,2984,20,2253.9906126722735,1,4,3,143,Clientes Regulares
TA3493,555,8,600.378093856828,3,3,2,332,Prestes a te largar
TA3496,171,8,936.9347108751163,5,3,2,532,Clientes Regulares
TA3502,697,28,6317.54844479509,3,5,3,353,Prestes a te largar
TA3508,918,4,2310.570328987107,3,2,3,323,Prestes a te largar
TA3512,246,20,11635.789546947206,5,4,4,544,Amantes
TA3513,214,19,1849.3441178657913,5,4,3,543,Amantes
TA3529,1026,17,2582.858374564632,3,4,3,343,Prestes a te largar
TA3570,2126,15,933.1932778176679,1,4,2,142,Clientes Regulares
TA3573,3243,21,7670.387580507964,1,4,3,143,Clientes Regulares
TA3579,134,22,5146.471490098935,5,4,3,543,Amantes
TA3585,292,13,2453.556129642157,4,4,3,443,Amantes
TA3588,1461,10,359.79133669078016,2,3,2,232,Prestes a te largar
TA3598,1146,11,1838.3005845602652,2,3,3,233,Prestes a te largar
TA3606,2775,23,1046.0500327168418,1,4,2,142,Clientes Regulares
TA3616,6523,1,109.670231014291,1,1,1,111,Clientes Regulares
TA3626,411,35,3882.15297898234,4,5,3,453,Amantes
TA3658,156,24,3289.207304951985,5,4,3,543,Amantes
TA3674,806,24,2545.9400991595658,3,4,3,343,Prestes a te largar
TA3692,2139,6,461.751693292307,1,2,2,122,Clientes Regulares
TA3701,253,10,1041.4888474726483,4,3,2,432,Clientes Regulares
TA3711,1194,21,72.96214847761541,2,4,1,241,Prestes a te largar
TA3738,1065,15,2906.23169487713,2,4,3,243,Prestes a te largar
TA3743,1294,13,1432.313059253411,2,4,2,242,Prestes a te largar
TA3750,619,2,269.429422567345,3,1,2,312,Prestes a te largar
TA3755,967,24,5297.486658326716,3,4,3,343,Prestes a te largar
TA3789,1478,11,1195.8376745931903,2,3,2,232,Prestes a te largar
TA3799,162,13,1252.4131870506549,5,4,2,542,Clientes Regulares
TA3811,6994,4,129.13829448512692,1,2,1,121,Términos
TA3866,5084,4,2.001036107129806,1,2,1,121,Términos
TA3867,635,15,1649.2194878659693,3,4,3,343,Prestes a te largar
TA3873,744,31,1553.2706473005685,3,5,2,352,Prestes a te largar
TA3885,970,42,6402.306617047076,3,5,3,353,Prestes a te largar
TA3887,1408,11,1893.1819424984574,2,3,3,233,Prestes a te largar
TA3893,2837,5,263.44312967542743,1,2,2,122,Clientes Regulares
TA3900,569,26,6390.821678717919,3,5,3,353,Prestes a te largar
TA3905,1279,14,1390.837802461516,2,4,2,242,Prestes a te largar
TA3945,2536,5,3577.192553941327,1,2,3,123,Clientes Regulares
TA3952,1131,13,0.05465014578295688,2,4,1,241,Prestes a te largar
TA4108,589,34,167432.29902928,3,5,5,355,Prestes a te largar
TA4192,340,12,26032.8365635815,4,3,4,434,Amantes
TA4200,600,26,44502.93792613273,3,5,5,355,Prestes a te largar
TA4208,246,20,109738.97248997093,5,4,5,545,Amantes
TA4245,5471,1,135.755165982233,1,1,1,111,Clientes Regulares
TA4295,360,39,46588.383285353004,4,5,5,455,Amantes
TA4315,4324,14,10698.72031263632,1,4,4,144,Clientes Regulares
TA4345,232,11,8068.648415972583,5,3,3,533,Amantes
TA4358,780,8,32278.675609394548,3,3,4,334,Amigos Platônicos
TA4367,779,8,12740.046188780276,3,3,4,334,Amigos Platônicos
TA4372,190,30,58689.22034976889,5,5,5,555,Almas Gêmeas
TA4428,2088,45,71810.38824752478,1,5,5,155,Ex-Amantes
TA6050,243,20,93342.1042809862,5,4,5,545,Amantes
TA6052,673,28,58686.761093208705,3,5,5,355,Prestes a te largar
TA6068,767,18,15272.151393342016,3,4,4,344,Prestes a te largar
TA6091,3830,35,100876.73669551198,1,5,5,155,Ex-Amantes
TA6130,752,46,77063.99083878781,3,5,5,355,Prestes a te largar
TA6133,5513,4,2671.5345418835327,1,2,3,123,Clientes Regulares
TA6139,193,36,35351.82566492235,5,5,4,554,Amantes
TA6145,4644,22,39850.72655835218,1,4,5,145,Clientes Regulares
TA6163,3456,4,3033.5623306940456,1,2,3,123,Clientes Regulares
TA6191,3487,5,1188.6280592072085,1,2,2,122,Clientes Regulares
TA6227,4958,31,63277.26824254288,1,5,5,155,Ex-Amantes
TA8052,172,63,235316.32232988326,5,5,5,555,Almas Gêmeas
TA8056,5498,6,3859.859923360253,1,2,3,123,Clientes Regulares
TA8057,4324,10,5156.577563211411,1,3,3,133,Clientes Regulares
TA8241,997,69,78803.11822418144,3,5,5,355,Prestes a te largar
TA8247,1828,8,2995.2063360691454,2,3,3,233,Prestes a te largar
TA8260,3876,32,12584.692639748811,1,5,4,154,Clientes Regulares
TA8402,134,51,48355.87409640796,5,5,5,555,Almas Gêmeas
TA8414,219,28,58828.59924080227,5,5,5,555,Almas Gêmeas
TA8436,2959,28,45108.469949122584,1,5,5,155,Ex-Amantes
TA8438,3538,13,23204.943750755538,1,4,4,144,Clientes Regulares
TA8440,340,16,34965.24734908316,4,4,4,444,Amantes
TA8446,1724,34,41880.315264724915,2,5,5,255,Prestes a te largar
TA8453,275,82,114531.0209692379,4,5,5,455,Amantes
TA8467,155,35,239568.22558366132,5,5,5,555,Almas Gêmeas
TA8471,2663,23,25371.464703173508,1,4,4,144,Clientes Regulares
TA8479,5482,4,20739.81019792209,1,2,4,124,Clientes Regulares
TA8480,5482,4,3775.7323297134417,1,2,3,123,Clientes Regulares
TA8483,5482,4,3775.7323297134417,1,2,3,123,Clientes Regulares
TA8520,1818,4,5375.148719341663,2,2,3,223,Prestes a te largar
TA8583,520,56,393409.65132375294,3,5,5,355,Prestes a te largar
TA8589,1006,6,31097.513600872764,3,2,4,324,Prestes a te largar
TA8618,4324,6,749.1357906780374,1,2,2,122,Clientes Regulares
TA8688,3692,2,315.73911533234906,1,1,2,112,Clientes Regulares
TA8698,1002,22,22852.19387515605,3,4,4,344,Prestes a te largar
TA9001,163,11,4833.086534892624,5,3,3,533,Amantes
TA9009,3599,2,2317.885040807291,1,1,3,113,Clientes Regulares
TAA394,5412,3,0.033630858943358044,1,1,1,111,Clientes Regulares
TAA395,1601,3,1627.47293370172,2,1,3,213,Prestes a te largar
TAA519,1265,22,62689.58579793709,2,4,5,245,Prestes a te largar
TAA537,4023,42,51899.75108070851,1,5,5,155,Ex-Amantes
TAA619,353,66,96687.60123609456,4,5,5,455,Amantes
TAA637,421,31,30963.70902470929,4,5,4,454,Amantes
TAA643,5451,4,8035.2067306107865,1,2,3,123,Clientes Regulares
TAA655,2997,57,57557.61341190019,1,5,5,155,Ex-Amantes
TAA669,3995,32,38049.84450822378,1,5,5,155,Ex-Amantes
TAA670,193,29,29256.026492427678,5,5,4,554,Amantes
TAA672,226,94,249622.6879392347,5,5,5,555,Almas Gêmeas
TAA687,262,17,44931.2605456353,4,4,5,445,Amantes
TAA750,183,16,65000.86237496209,5,4,5,545,Amantes
TAA816,155,36,22691.518242696762,5,5,4,554,Amantes
TAABM3,1221,6,279.5060686782492,2,2,2,222,Prestes a te largar
TAABOO,341,49,460010.9474218264,4,5,5,455,Amantes
TAABOR,976,21,27037.457581937488,3,4,4,344,Prestes a te largar
TAABOV,421,114,235702.21962082933,4,5,5,455,Amantes
TAABOZ,1128,1,0.0378347163112778,2,1,1,211,Prestes a te largar
TAABP6,309,74,82812.4462962581,4,5,5,455,Amantes
TAABRO,1221,25,30048.369529133186,2,4,4,244,Prestes a te largar
TAAC29,4425,8,19881.95004413761,1,3,4,134,Clientes Regulares
TAAC31,388,41,56172.88801805161,4,5,5,455,Amantes
TAACCT,198,28,10498.171093042352,5,5,4,554,Amantes
TAACCX,1373,8,6233.416647290901,2,3,3,233,Prestes a te largar
TAACDU,187,62,196486.7169300567,5,5,5,555,Almas Gêmeas
TAACDW,193,33,18547.98622800665,5,5,4,554,Amantes
TAACIN,5412,2,487.3321653760982,1,1,2,112,Clientes Regulares
TAAFRL,330,50,270901.0753238478,4,5,5,455,Amantes
TAAFTK,188,43,47293.89564812408,5,5,5,555,Almas Gêmeas
TAAFTN,676,6,14721.576397722934,3,2,4,324,Prestes a te largar
TAAFTY,633,4,2616.384137073802,3,2,3,323,Prestes a te largar
TAAFVF,501,111,255333.73326998777,4,5,5,455,Amantes
TAAFXM,3799,4,20950.419248197566,1,2,4,124,Clientes Regulares
TAAFYX,430,30,57127.36542572304,4,5,5,455,Amantes
TAAFZJ,4782,39,52695.05363300109,1,5,5,155,Ex-Amantes
TAAG42,261,158,798901.5502546408,4,5,5,455,Amantes
TAAG64,250,42,97513.3229003015,5,5,5,555,Almas Gêmeas
TAAGAG,5286,12,14673.622996727074,1,3,4,134,Clientes Regulares
TAAHSW,1340,16,18097.782530904038,2,4,4,244,Prestes a te largar
TAAHTC,172,19,23298.874739784333,5,4,4,544,Amantes
TAAHTU,187,50,60463.70217562679,5,5,5,555,Almas Gêmeas
TAAHTY,165,115,131720.30788436084,5,5,5,555,Almas Gêmeas
TAAHV1,677,10,18522.85556866125,3,3,4,334,Amigos Platônicos
TAAHVG,4048,22,12539.017729446348,1,4,4,144,Clientes Regulares
TAAHWZ,1083,87,100071.18934281376,2,5,5,255,Prestes a te largar
TAAHXK,2116,16,16606.54400292447,1,4,4,144,Clientes Regulares
TAAHZ2,1221,8,260.5718950931385,2,3,2,232,Prestes a te largar
TAAHZD,3018,27,13769.331238313853,1,5,4,154,Clientes Regulares
TAAHZO,283,62,99867.60493820014,4,5,5,455,Amantes
TAAHZQ,187,43,138300.09295176677,5,5,5,555,Almas Gêmeas
TAAHZV,151,28,23915.20647235243,5,5,4,554,Amantes
TAAI07,1221,3,62.6332709246365,2,1,1,211,Prestes a te largar
TAAI74,740,20,7419.610673082094,3,4,3,343,Prestes a te largar
TAAIA0,3974,8,6996.454594284644,1,3,3,133,Clientes Regulares
TAAJU1,1221,4,10840.041385773678,2,2,4,224,Prestes a te largar
TAAJU5,683,62,71980.70332492869,3,5,5,355,Prestes a te largar
TAAJUJ,1342,26,30387.271898562743,2,5,4,254,Prestes a te largar
TAAJUR,2088,10,36501.109823023166,1,3,4,134,Clientes Regulares
TAAJUS,1221,4,140.719921533746,2,2,1,221,Prestes a te largar
TAAJVL,341,22,73399.90034919424,4,4,5,445,Amantes
TAAJWO,873,12,29464.94138818381,3,3,4,334,Amigos Platônicos
TAAJWZ,191,31,5932.69791433413,5,5,3,553,Amantes
TAAJXE,5336,14,13099.816506184212,1,4,4,144,Clientes Regulares
TAAJZ3,215,27,128219.43636093392,5,5,5,555,Almas Gêmeas
TAAJZA,1642,79,198593.48845770434,2,5,5,255,Prestes a te largar
TAAK07,815,9,14223.440318911282,3,3,4,334,Amigos Platônicos
TAAK79,1037,8,28622.370663646416,3,3,4,334,Amigos Platônicos
TAAK82,318,77,306927.22493372863,4,5,5,455,Amantes
TAAKAH,190,59,310659.61969783617,5,5,5,555,Almas Gêmeas
TAAKAL,3007,35,63304.05942554863,1,5,5,155,Ex-Amantes
TAAKBN,5064,4,3515.3454043444976,1,2,3,123,Clientes Regulares
TAALX9,156,95,373715.43293809437,5,5,5,555,Almas Gêmeas
TAALXA,2108,11,23545.258616260784,1,3,4,134,Clientes Regulares
TAAM13,4016,20,21963.76327059199,1,4,4,144,Clientes Regulares
TAAM36,3747,29,27867.11826049805,1,5,4,154,Clientes Regulares
TAAMB5,1221,12,4893.954185722724,2,3,3,233,Prestes a te largar
TAAMBE,131,118,536507.682358959,5,5,5,555,Almas Gêmeas
TAAMGI,509,40,25616.894304027384,4,5,4,454,Amantes
TAAMHM,1164,3,1243.0848275512453,2,1,2,212,Prestes a te largar
TAAMHW,1324,11,6079.618525485558,2,3,3,233,Prestes a te largar
TAAMJN,310,75,111626.79451432536,4,5,5,455,Amantes
TAAMJS,452,31,54871.64702767252,4,5,5,455,Amantes
TAAOFB,143,32,126255.532925935,5,5,5,555,Almas Gêmeas
TAAOGF,2138,16,16384.58453775568,1,4,4,144,Clientes Regulares
TAAOI5,4587,16,13591.756099235556,1,4,4,144,Clientes Regulares
TAAOJH,582,19,6644.490840012943,3,4,3,343,Prestes a te largar
TAAOK8,1221,9,515.2373705843495,2,3,2,232,Prestes a te largar
TAAOKS,4468,6,596.056528482607,1,2,2,122,Clientes Regulares
TAAOL8,5245,3,304.7460283152389,1,1,2,112,Clientes Regulares
TAAOLS,410,41,44299.80333425743,4,5,5,455,Amantes
TAAOM7,1324,14,58416.41522973515,2,4,5,245,Prestes a te largar
TAAONB,1702,30,32741.738906185725,2,5,4,254,Prestes a te largar
TAAONL,198,11,22353.74671089914,5,3,4,534,Amantes
TAAQOT,186,26,31093.21305478542,5,5,4,554,Amantes
TAAQPD,348,38,64798.77454357148,4,5,5,455,Amantes
TAAQR8,2440,16,3235.4105422147195,1,4,3,143,Clientes Regulares
TAAQTH,198,18,1909.0683194918254,5,4,3,543,Amantes
TB0050,2423,4,4683.761317326749,1,2,3,123,Clientes Regulares
TB0123,367,12,10653.675980939066,4,3,4,434,Amantes
TB0134,2035,3,4586.458834688876,1,1,3,113,Clientes Regulares
TB0151,1366,10,6739.653559250529,2,3,3,233,Prestes a te largar
TB0223,1865,8,11185.9894201519,1,3,4,134,Clientes Regulares
TB0267,2164,8,4115.462859044516,1,3,3,133,Clientes Regulares
TB0345,1963,3,1043.0022361251,1,1,2,112,Clientes Regulares
TB0375,1964,4,1096.622436852917,1,2,2,122,Clientes Regulares
TB0458,246,43,86453.47442433126,5,5,5,555,Almas Gêmeas
TB0487,253,27,46218.771737850686,4,5,5,455,Amantes
TB0516,259,26,62602.20862254496,4,5,5,455,Amantes
TB0547,1415,11,4065.1721133520878,2,3,3,233,Prestes a te largar
TB0548,1016,26,17902.349405726796,3,5,4,354,Prestes a te largar
TB0580,200,8,5664.891180710807,5,3,3,533,Amantes
TB0594,1867,2,818.6507761139579,1,1,2,112,Clientes Regulares
TB0598,1075,44,60938.36391489599,2,5,5,255,Prestes a te largar
TB0612,1990,5,2254.2722711159254,1,2,3,123,Clientes Regulares
TB0659,232,63,111984.09296359688,5,5,5,555,Almas Gêmeas
TB0701,535,19,21430.714156339716,3,4,4,344,Prestes a te largar
TB0713,670,45,237163.4005686281,3,5,5,355,Prestes a te largar
TB0715,2046,12,10799.978625057409,1,3,4,134,Clientes Regulares
TB0718,1100,15,13777.671691331805,2,4,4,244,Prestes a te largar
TB0727,2025,2,1293.371369386299,1,1,2,112,Clientes Regulares
TB0731,478,4,3139.8358449550597,4,2,3,423,Clientes Regulares
TB0737,1495,7,7977.740000391323,2,3,3,233,Prestes a te largar
TB0738,886,5,19635.27189764546,3,2,4,324,Prestes a te largar
TB0740,2131,3,230.50590719777585,1,1,2,112,Clientes Regulares
TB0752,338,43,43606.77222401162,4,5,5,455,Amantes
TB0764,976,18,10693.978361525304,3,4,4,344,Prestes a te largar
TB0766,296,39,95659.45963576516,4,5,5,455,Amantes
TB0789,828,7,10027.238175258504,3,3,4,334,Amigos Platônicos
TB0791,432,35,22355.041498968472,4,5,4,454,Amantes
TB0799,367,15,21714.06675450962,4,4,4,444,Amantes
TB0806,218,23,36720.168626608116,5,4,4,544,Amantes
TB0811,2012,3,307.4827394617547,1,1,2,112,Clientes Regulares
TB0830,325,31,71048.38444944358,4,5,5,455,Amantes
TB0835,1002,18,28324.39704955086,3,4,4,344,Prestes a te largar
TB0838,1389,9,13269.992856294966,2,3,4,234,Prestes a te largar
TB0846,155,12,8687.27965852092,5,3,3,533,Amantes
TB0849,1073,8,14250.504752645944,2,3,4,234,Prestes a te largar
TB0888,1899,13,7570.268513433598,1,4,3,143,Clientes Regulares
TB0901,611,29,51182.14001643251,3,5,5,355,Prestes a te largar
TB0902,337,18,14981.883449801899,4,4,4,444,Amantes
TB0924,430,7,4467.519098178323,4,3,3,433,Amantes
TB0925,275,45,27808.091899195042,4,5,4,454,Amantes
TB0930,1915,3,1055.6978853762178,1,1,2,112,Clientes Regulares
TB0968,2573,2,4770.957726852141,1,1,3,113,Clientes Regulares
TB0987,704,12,19719.332229574327,3,3,4,334,Amigos Platônicos
TB0995,2787,2,1090.7160172509896,1,1,2,112,Clientes Regulares
TB1005,1184,14,12256.22004044903,2,4,4,244,Prestes a te largar
TB1014,661,26,36672.30350661698,3,5,4,354,Prestes a te largar
TB1015,837,13,7037.484242195548,3,4,3,343,Prestes a te largar
TB1029,5545,2,1506.599422801921,1,1,2,112,Clientes Regulares
