CD_CLIENTE,DATA_RECENTE,FREQUENCIA,MONETARIO,RECENCIA,R_SCORE,F_SCORE,M_SCORE,RFM_SCORE,SEGMENTO_RFM
TFBKR3,2024-05-31,25,7154.221157445303,416,4,4,3,443,Clientes Leais
TFBKR8,2020-01-24,0,50543.052803931925,2005,1,3,5,135,Potencial para Retenção
TFBKR9,2024-10-31,44,76729.14098786091,263,4,5,5,455,Campeões
TFBKRU,2024-08-14,42,19955.97576852928,341,4,5,4,454,Campeões
TFBKS0,2021-08-18,0,378.7465295627304,1433,2,3,2,232,Potencial para Retenção
TFBKS2,2023-10-02,0,195175.5380208599,658,3,3,5,335,Potencial para Retenção
TFBKSR,2017-07-28,0,1339.8239933018078,2915,1,3,2,132,Potencial para Retenção
TFBKSZ,2025-01-20,38,91728.4578341675,182,5,5,5,555,Campeões
TFBKTI,2017-07-31,0,169894.24185437098,2912,1,3,5,135,Potencial para Retenção
TFBKTY,2025-01-23,23,39060.48965418799,179,5,4,4,544,Campeões
TFBKU3,2024-04-30,35,25762.772358551596,447,4,5,4,454,Campeões
TFBKUE,2024-08-13,104,487689.2662440734,342,4,5,5,455,Campeões
TFBKUH,2022-11-25,0,113329.35254447538,969,3,3,5,335,Potencial para Retenção
TFBKVJ,2013-11-01,0,725.8169938581859,4280,1,3,2,132,Potencial para Retenção
TFBKVY,2013-11-01,0,504.83702745611566,4280,1,3,2,132,Potencial para Retenção
TFBKW9,2021-04-30,0,11874.606480161372,1543,2,3,4,234,Potencial para Retenção
TFBKWH,2006-10-11,0,978.0190089317958,6858,1,3,2,132,Potencial para Retenção
TFBKWZ,2021-06-11,0,26713.626041171854,1501,2,3,4,234,Potencial para Retenção
TFBKX1,2022-05-30,0,28632.741579773035,1148,2,3,4,234,Potencial para Retenção
TFBKX2,2025-01-27,475,291280.2323943188,175,5,5,5,555,Campeões
TFBKXA,2023-04-13,0,17373.399052408287,830,3,3,4,334,Potencial para Retenção
TFBKXO,2022-10-31,0,4001.5257128017815,994,3,3,3,333,Potencial para Retenção
TFBKZ2,2024-05-27,14,4695.944095978976,420,4,4,3,443,Clientes Leais
TFBKZ9,2025-01-14,256,414548.80695234,188,5,5,5,555,Campeões
TFBKZP,2017-08-17,0,1891.7400194212578,2895,1,3,2,132,Potencial para Retenção
TFBL28,2024-07-31,44,98553.61364842417,355,4,5,5,455,Campeões
TFBL29,2017-08-21,0,6875.5180255243495,2891,1,3,3,133,Potencial para Retenção
TFBLAC,2017-08-24,0,548.3595627861898,2888,1,3,2,132,Potencial para Retenção
TFBLAE,2020-09-30,0,10815.48665488767,1755,2,3,3,233,Potencial para Retenção
TFBLAI,2017-11-08,0,8001.731414390026,2812,1,3,3,133,Potencial para Retenção
TFBLB1,2020-06-22,0,2175.9165736352697,1855,1,3,3,133,Potencial para Retenção
TFBLB3,2023-09-29,0,61825.28533466497,661,3,3,5,335,Potencial para Retenção
TFBLB4,2024-03-05,7,18630.377628560524,503,3,4,4,344,Potencial para Retenção
TFBLBK,2017-08-29,0,52425.2710864148,2883,1,3,5,135,Potencial para Retenção
TFBLBM,2022-03-30,0,22122.93812597088,1209,2,3,4,234,Potencial para Retenção
TFBLBY,2025-01-22,235,351314.29614308674,180,5,5,5,555,Campeões
TFBLCB,2025-01-21,17,22168.03290395655,181,5,4,4,544,Campeões
TFBLCS,2023-08-08,0,34111.33461736705,713,3,3,4,334,Potencial para Retenção
TFBLCV,2017-08-31,0,1261.1614142332978,2881,1,3,2,132,Potencial para Retenção
TFBLDJ,2024-06-28,23,11267.136478924855,388,4,4,3,443,Clientes Leais
TFBLDN,2025-01-21,63,29131.377917611466,181,5,5,4,554,Campeões
TFBLFM,2021-05-28,0,59766.3537038642,1515,2,3,5,235,Potencial para Retenção
TFBLFX,2022-09-23,0,69693.61153934138,1032,2,3,5,235,Potencial para Retenção
TFBLG2,2024-09-23,52,52031.71016348753,301,4,5,5,455,Campeões
TFBLGP,2014-06-30,0,70532.57535425719,4039,1,3,5,135,Potencial para Retenção
TFBLGX,2023-04-13,0,90109.20764547739,830,3,3,5,335,Potencial para Retenção
TFBLI3,2022-12-20,0,5589.070409222998,944,3,3,3,333,Potencial para Retenção
TFBLIB,2019-10-07,0,14427.1676546754,2114,1,3,4,134,Potencial para Retenção
TFBLID,2024-11-12,13,6495.161418589687,251,4,4,3,443,Clientes Leais
TFBLJ3,2025-03-05,180,371466.1884803905,138,5,5,5,555,Campeões
TFBLJG,2017-09-25,0,2732.5114930052077,2856,1,3,3,133,Potencial para Retenção
TFBLJO,2024-04-23,11,16637.085026702414,454,4,4,4,444,Campeões
TFBLKB,2020-03-13,0,11476.169082687298,1956,1,3,3,133,Potencial para Retenção
TFBLKG,2024-06-27,48,13278.741083477624,389,4,5,4,454,Campeões
TFBLKJ,2024-11-22,69,12471.768623131744,241,4,5,4,454,Campeões
TFBLKL,2025-01-17,96,12936.004796128493,185,5,5,4,554,Campeões
TFBLLW,2023-01-11,0,5170.589019818692,922,3,3,3,333,Potencial para Retenção
TFBLM1,2024-03-07,8,614.6501896209168,501,3,4,2,342,Potencial para Retenção
TFBLMY,2021-11-26,0,13994.338500074391,1333,2,3,4,234,Potencial para Retenção
TFBLN2,2024-07-21,114,124415.36162484603,365,4,5,5,455,Campeões
TFBLNO,2025-01-16,27,35727.29738959549,186,5,4,4,544,Campeões
TFBLNS,2022-08-23,0,11786.535668303444,1063,2,3,3,233,Potencial para Retenção
TFBLNY,2024-12-27,126,56088.57545468063,206,5,5,5,555,Campeões
TFBLO2,2025-01-29,36,40430.73696326142,173,5,5,4,554,Campeões
TFBLO7,2025-02-19,31,42029.627870718694,152,5,5,4,554,Campeões
TFBLP9,2019-03-28,0,4339.280429169926,2307,1,3,3,133,Potencial para Retenção
TFBLQ1,2019-07-26,0,3150.942436121109,2187,1,3,3,133,Potencial para Retenção
TFBLQH,2022-08-30,0,4146.785800292878,1056,2,3,3,233,Potencial para Retenção
TFBLRG,2020-02-25,0,5531.620494433007,1973,1,3,3,133,Potencial para Retenção
TFBLRW,2024-10-23,96,302052.9532082024,271,4,5,5,455,Campeões
TFBLSW,2021-09-29,0,5561.329154452098,1391,2,3,3,233,Potencial para Retenção
TFBLT8,2024-06-28,32,42540.97246938033,388,4,5,4,454,Campeões
TFBLTE,2023-09-21,0,34895.845867796204,669,3,3,4,334,Potencial para Retenção
TFBLU3,2023-07-31,0,76114.99946498148,721,3,3,5,335,Potencial para Retenção
TFBLUM,2022-11-10,0,29807.77856810975,984,3,3,4,334,Potencial para Retenção
TFBLUZ,2011-02-14,0,2913.1932826783977,5271,1,3,3,133,Potencial para Retenção
TFBLVF,2023-12-29,0,151.8139011276862,570,3,3,1,331,Potencial para Retenção
TFBLW3,2018-07-31,0,718.666232475355,2547,1,3,2,132,Potencial para Retenção
TFBLW4,2021-06-15,0,5425.620230900915,1497,2,3,3,233,Potencial para Retenção
TFBLX1,2021-12-01,0,4570.740611990223,1328,2,3,3,233,Potencial para Retenção
TFBLX3,2025-01-27,87,148095.07641516245,175,5,5,5,555,Campeões
TFBLXB,2017-10-31,0,1555.4314299876778,2820,1,3,2,132,Potencial para Retenção
TFBLXF,2017-10-31,0,3909.5915560227477,2820,1,3,3,133,Potencial para Retenção
TFBLYJ,2023-03-30,0,2187.094630376565,844,3,3,3,333,Potencial para Retenção
TFBLZ4,2024-12-27,21,1600.5262079733523,206,5,4,2,542,Clientes Leais
TFBLZR,2018-04-25,0,9324.840870796997,2644,1,3,3,133,Potencial para Retenção
TFBM93,2017-06-16,0,2777.8585024329586,2957,1,3,3,133,Potencial para Retenção
TFBMB3,2025-01-08,1320,9965.945934834237,194,5,5,3,553,Clientes Leais
TFBMCC,2016-06-29,0,1583.6014782101088,3309,1,3,2,132,Potencial para Retenção
TFBME0,2017-09-19,0,907.305924146018,2862,1,3,2,132,Potencial para Retenção
TFBMED,2017-06-07,0,312.19526357119304,2966,1,3,2,132,Potencial para Retenção
TFBMEO,2017-09-18,0,330.6123627000491,2863,1,3,2,132,Potencial para Retenção
TFBMEY,2017-04-12,0,280.09040485239007,3022,1,3,2,132,Potencial para Retenção
TFBMII,2020-05-29,0,180729.04103000672,1879,1,3,5,135,Potencial para Retenção
TFBMIR,2021-12-23,0,15727.307234424054,1306,2,3,4,234,Potencial para Retenção
TFBMJ3,2023-11-03,0,9262.295880877093,626,3,3,3,333,Potencial para Retenção
TFBMJD,2024-03-12,4,6209.051089986436,496,3,4,3,343,Potencial para Retenção
TFBMJJ,2018-12-12,0,840.1829335524437,2413,1,3,2,132,Potencial para Retenção
TFBMK9,2017-03-09,0,142.23751404356491,3056,1,3,1,131,Potencial para Retenção
TFBMKB,2015-06-03,0,98.52580513193548,3701,1,3,1,131,Potencial para Retenção
TFBML1,2020-08-07,0,262.614969773947,1809,1,3,2,132,Potencial para Retenção
TFBMLW,2024-02-29,0,16938.917781861688,508,3,3,4,334,Potencial para Retenção
TFBMMJ,2025-02-18,1035,275270.9892616577,153,5,5,5,555,Campeões
TFBMP1,2013-10-24,0,173.694978727709,4288,1,3,1,131,Potencial para Retenção
TFBMSH,2016-02-26,0,140.640048243756,3433,1,3,1,131,Potencial para Retenção
TFBMVI,2024-09-27,4,716.5432845045549,297,4,4,2,442,Clientes Leais
TFBMX1,2024-02-05,0,1474.5029717978557,532,3,3,2,332,Potencial para Retenção
TFBMX4,2021-01-28,0,41475.79488563946,1635,2,3,4,234,Potencial para Retenção
TFBMYR,2019-02-05,0,370.591046268966,2358,1,3,2,132,Potencial para Retenção
TFBN21,2024-03-27,1,36.4558510946002,481,4,3,1,431,Potencial para Retenção
TFBN23,2024-08-14,3,2776.361929209982,341,4,4,3,443,Clientes Leais
TFBN50,2024-10-31,62,80003.1723677147,263,4,5,5,455,Campeões
TFBNA1,2024-05-06,3,2585.082215112266,441,4,4,3,443,Clientes Leais
TFBNBL,2025-03-24,472,35621.566172934916,119,5,5,4,554,Campeões
TFBNCF,2018-01-01,0,0.00420385736791976,2758,1,3,1,131,Potencial para Retenção
TFBNCU,2022-05-25,0,4269.58888172455,1153,2,3,3,233,Potencial para Retenção
TFBND6,2016-03-17,0,112.7222314634,3413,1,3,1,131,Potencial para Retenção
TFBNDD,2024-11-12,15,68708.13909129635,251,4,4,5,445,Campeões
TFBNFD,2024-02-29,0,3744.073079875638,508,3,3,3,333,Potencial para Retenção
TFBNFH,2022-07-27,0,74245.40536617448,1090,2,3,5,235,Potencial para Retenção
TFBNGG,2022-01-31,0,477.92393258669404,1267,2,3,2,232,Potencial para Retenção
TFBNI1,2023-07-20,0,232349.71903934598,732,3,3,5,335,Potencial para Retenção
TFBNK8,2021-12-02,0,113.617653082767,1327,2,3,1,231,Potencial para Retenção
TFBNKN,2021-04-28,0,2418.050350312711,1545,2,3,3,233,Potencial para Retenção
TFBNLY,2016-09-15,0,91.23211259859451,3231,1,3,1,131,Potencial para Retenção
TFBNNC,2017-02-06,0,508.906361388262,3087,1,3,2,132,Potencial para Retenção
TFBNNV,2021-05-04,0,108768.71800559766,1539,2,3,5,235,Potencial para Retenção
TFBNSQ,2016-11-29,0,88.49540145207884,3156,1,3,1,131,Potencial para Retenção
TFBNWM,2017-07-27,0,143.31790538712,2916,1,3,1,131,Potencial para Retenção
TFBNZA,2018-11-01,0,1484.260124748798,2454,1,3,2,132,Potencial para Retenção
TFBNZV,2024-06-28,82,214232.90984999473,388,4,5,5,455,Campeões
TFBO04,2017-05-29,0,150.691471210452,2975,1,3,1,131,Potencial para Retenção
TFBO08,2019-04-15,0,218.936891721261,2289,1,3,2,132,Potencial para Retenção
TFBO12,2020-02-28,0,6901.2624480454715,1970,1,3,3,133,Potencial para Retenção
TFBO27,2013-12-19,0,149.762418732141,4232,1,3,1,131,Potencial para Retenção
TFBO51,2021-05-21,0,13442.88489826542,1522,2,3,4,234,Potencial para Retenção
TFBO69,2020-08-12,0,199.48984753726415,1804,1,3,1,131,Potencial para Retenção
TFBO80,2014-11-26,0,147.193861880342,3890,1,3,1,131,Potencial para Retenção
TFBO84,2017-03-17,0,4755.130203861917,3048,1,3,3,133,Potencial para Retenção
TFBO96,2024-12-26,111,20810.43920556055,207,5,5,4,554,Campeões
TFBOA1,2015-07-07,0,1465.3385627357904,3667,1,3,2,132,Potencial para Retenção
TFBOCU,2014-06-27,0,190.447350338869,4042,1,3,1,131,Potencial para Retenção
TFBODY,2020-04-03,0,462.3360294664473,1935,1,3,2,132,Potencial para Retenção
TFBOEI,2016-08-10,0,138.218626399834,3267,1,3,1,131,Potencial para Retenção
TFBOEL,2013-11-14,0,127.149869950101,4267,1,3,1,131,Potencial para Retenção
TFBOG6,2015-06-23,0,272.716839029059,3681,1,3,2,132,Potencial para Retenção
TFBOGH,2020-08-12,0,193.69693208427086,1804,1,3,1,131,Potencial para Retenção
TFBOHB,2025-02-20,24,41703.16051138338,151,5,4,4,544,Campeões
TFBOJF,2015-04-30,0,412.835608959192,3735,1,3,2,132,Potencial para Retenção
TFBOJQ,2020-08-12,0,192.67119088649847,1804,1,3,1,131,Potencial para Retenção
TFBOL3,2020-07-23,0,11016.372183071082,1824,1,3,3,133,Potencial para Retenção
TFBOL6,2023-04-28,0,6017.918510896599,815,3,3,3,333,Potencial para Retenção
TFBOM4,2024-07-17,46,15431.855934749288,369,4,5,4,454,Campeões
TFBOML,2022-05-05,0,352.53968273111934,1173,2,3,2,232,Potencial para Retenção
TFBOOO,2016-09-20,0,91.23211259859451,3226,1,3,1,131,Potencial para Retenção
TFBOOV,2019-12-04,0,163.8789717736155,2056,1,3,1,131,Potencial para Retenção
TFBPRZ,2025-02-05,62,235142.43817757428,166,5,5,5,555,Campeões
TFBPSA,2017-11-07,0,6657.354643558766,2813,1,3,3,133,Potencial para Retenção
TFBPTK,2024-02-06,0,5372.714685925635,531,3,3,3,333,Potencial para Retenção
TFBPUA,2025-03-21,24,29028.04289965063,122,5,4,4,544,Campeões
TFBQS6,2024-08-26,4,912.7331040080029,329,4,4,2,442,Clientes Leais
TFBQSN,2025-03-19,280,102483.82092097921,124,5,5,5,555,Campeões
TFBQSX,2020-08-14,0,42783.85032881188,1802,1,3,4,134,Potencial para Retenção
TFBQT4,2018-05-09,0,991.0467629149797,2630,1,3,2,132,Potencial para Retenção
TFBQU1,2020-07-31,0,1430.2363537136607,1816,1,3,2,132,Potencial para Retenção
TFBQUH,2025-01-31,8,11062.883660989739,171,5,4,3,543,Clientes Leais
TFBQY8,2018-02-27,0,136.6169567426559,2701,1,3,1,131,Potencial para Retenção
TFBQYA,2024-12-23,26,146684.07270890693,210,5,4,5,545,Campeões
TFBQZU,2024-10-10,260,87997.53862399611,284,4,5,5,455,Campeões
TFBR10,2024-11-07,254,1880805.622456863,256,4,5,5,455,Campeões
TFBR19,2021-06-15,0,3329.0640766572315,1497,2,3,3,233,Potencial para Retenção
TFBR54,2022-04-04,0,7759.0006899663495,1204,2,3,3,233,Potencial para Retenção
TFBRA0,2019-09-26,0,667.9256740445632,2125,1,3,2,132,Potencial para Retenção
TFBRAR,2019-09-27,0,2093.2014760640805,2124,1,3,2,132,Potencial para Retenção
TFBRBL,2025-02-27,26,36995.3068874811,144,5,4,4,544,Campeões
TFBRC1,2024-09-30,14,38331.027915991785,294,4,4,4,444,Campeões
TFBRCO,2025-01-24,124,123014.0351982516,178,5,5,5,555,Campeões
TFBREC,2017-12-18,0,1681.5471510252678,2772,1,3,2,132,Potencial para Retenção
TFBREI,2022-04-04,0,7241.800117991177,1204,2,3,3,233,Potencial para Retenção
TFBRF5,2024-11-18,10,126872.53307182457,245,4,4,5,445,Campeões
TFBRG0,2024-05-31,20,13766.577711737866,416,4,4,4,444,Campeões
TFBRGH,2024-01-30,0,11085.832518361216,538,3,3,3,333,Potencial para Retenção
TFBRIU,2020-07-31,0,6518.156518392208,1816,1,3,3,133,Potencial para Retenção
TFBRJ4,2024-05-07,39,51724.62258661835,440,4,5,5,455,Campeões
TFBRJW,2024-12-17,35,201310.38682444507,216,5,5,5,555,Campeões
TFBRJZ,2025-02-04,132,302838.61631555046,167,5,5,5,555,Campeões
TFBRK2,2024-10-31,99,21282.263341106394,263,4,5,4,454,Campeões
TFBRLC,2025-01-30,18,20457.94996911788,172,5,4,4,544,Campeões
TFBRLL,2024-12-19,90,162101.43374345172,214,5,5,5,555,Campeões
TFBRM5,2025-01-20,44,67819.81358316644,182,5,5,5,555,Campeões
TFBRNE,2024-06-28,56,18637.898329391726,388,4,5,4,454,Campeões
TFBRNO,2024-11-29,147,51222.22379643561,234,5,5,5,555,Campeões
TFBRNY,2023-12-26,0,280.51919830391785,573,3,3,2,332,Potencial para Retenção
TFBRO8,2025-01-16,32,11404.585799426359,186,5,5,3,553,Clientes Leais
TFBRPG,2023-10-30,0,64549.83472181532,630,3,3,5,335,Potencial para Retenção
TFBRQB,2023-07-31,0,26862.728454297256,721,3,3,4,334,Potencial para Retenção
TFBRQP,2024-11-11,228,97273.45500274524,252,4,5,5,455,Campeões
TFBSJ9,2014-01-07,0,4613.262629266734,4213,1,3,3,133,Potencial para Retenção
TFBSJP,2024-09-27,189,191453.67391945887,297,4,5,5,455,Campeões
TFBSJX,2023-05-16,0,3845.348207726197,797,3,3,3,333,Potencial para Retenção
TFBSKB,2024-06-12,22,222314.6364662383,404,4,4,5,445,Campeões
TFBSL7,2024-07-04,27,99629.67922274805,382,4,4,5,445,Campeões
TFBSL9,2024-12-23,164,50652.247999063584,210,5,5,5,555,Campeões
TFBSLI,2024-06-28,32,57687.29400398578,388,4,5,5,455,Campeões
TFBSLX,2009-01-15,0,6917.178252040416,6031,1,3,3,133,Potencial para Retenção
TFBSMM,2024-06-20,11,303907.93890265626,396,4,4,5,445,Campeões
TFBSMQ,2025-01-03,20,17798.123170003964,199,5,4,4,544,Campeões
TFBSNE,2010-11-29,0,354.7677271361163,5348,1,3,2,132,Potencial para Retenção
TFBSOJ,2024-05-29,42,45994.50855884426,418,4,5,4,454,Campeões
TFBSPA,2025-02-19,54,51648.150217238544,152,5,5,5,555,Campeões
TFBSQB,2020-11-30,0,50749.84895557461,1694,2,3,5,235,Potencial para Retenção
TFBSTH,2018-01-17,0,3013.8084049221998,2742,1,3,3,133,Potencial para Retenção
TFBSVB,2025-01-20,300,286279.9836750481,182,5,5,5,555,Campeões
TFBSVT,2024-09-27,445,112884.05474892109,297,4,5,5,455,Campeões
TFBSW3,2018-01-22,0,1014.5168986000756,2737,1,3,2,132,Potencial para Retenção
TFBSWH,2024-12-20,126,407174.597938832,213,5,5,5,555,Campeões
TFBSYD,2023-01-20,0,163.88737948835188,913,3,3,1,331,Potencial para Retenção
TFBSYK,2018-10-05,0,13486.495714600207,2481,1,3,4,134,Potencial para Retenção
TFBSZN,2018-01-30,0,485.444633417902,2729,1,3,2,132,Potencial para Retenção
TFBSZW,2024-10-11,216,68353.45544130755,283,4,5,5,455,Campeões
TFBT24,2024-10-18,80,136056.20420834952,276,4,5,5,455,Campeões
TFBT40,2022-02-23,0,28303.9494873133,1244,2,3,4,234,Potencial para Retenção
TFBT52,2020-08-31,0,73.2017683475867,1785,2,3,1,231,Potencial para Retenção
TFBT97,2018-01-30,0,46.55772034971132,2729,1,3,1,131,Potencial para Retenção
TFBTA5,2018-02-05,0,13424.547672426543,2723,1,3,4,134,Potencial para Retenção
TFBTAN,2020-07-28,0,4538.005174666232,1819,1,3,3,133,Potencial para Retenção
TFBTBH,2018-01-31,0,46.55772034971132,2728,1,3,1,131,Potencial para Retenção
TFBTD8,2018-01-31,0,68.4135748055262,2728,1,3,1,131,Potencial para Retenção
TFBTDG,2018-01-31,0,68.4135748055262,2728,1,3,1,131,Potencial para Retenção
TFBTEA,2018-01-31,0,46.5535164923434,2728,1,3,1,131,Potencial para Retenção
TFBTEW,2024-06-28,134,400461.57161214994,388,4,5,5,455,Campeões
TFBTF3,2024-05-02,9,8308.125354793498,445,4,4,3,443,Clientes Leais
TFBTHK,2024-09-18,18,71334.54102047777,306,4,4,5,445,Campeões
TFBTIH,2025-03-10,36,88918.25485314583,133,5,5,5,555,Campeões
TFBTMK,2022-09-16,0,1250.7904981066347,1039,2,3,2,232,Potencial para Retenção
TFBTMT,2022-07-29,0,6017.901695467121,1088,2,3,3,233,Potencial para Retenção
TFBTN8,2018-02-21,0,1902.762533439949,2707,1,3,2,132,Potencial para Retenção
TFBTO8,2025-03-21,24,106287.96291878511,122,5,4,5,545,Campeões
TFBTOH,2022-08-04,0,2163.317613103613,1082,2,3,2,232,Potencial para Retenção
TFBTOL,2025-03-14,54,10019.805755432018,129,5,5,3,553,Clientes Leais
TFBTPB,2023-05-11,0,11118.946302848322,802,3,3,3,333,Potencial para Retenção
TFBTPH,2022-04-04,0,11102.698394121318,1204,2,3,3,233,Potencial para Retenção
TFBTQS,2018-02-27,0,0.00840771473583952,2701,1,3,1,131,Potencial para Retenção
TFBTQW,2020-12-21,0,14116.09482102146,1673,2,3,4,234,Potencial para Retenção
TFBTRE,2018-02-27,0,1067.0651156990677,2701,1,3,2,132,Potencial para Retenção
TFBTSM,2024-05-24,21,29478.292839184352,423,4,4,4,444,Campeões
TFBTTF,2018-08-15,0,1982.1271566889022,2532,1,3,2,132,Potencial para Retenção
TFBTTM,2018-10-09,0,6979.655980242432,2477,1,3,3,133,Potencial para Retenção
TFBTTQ,2018-02-28,0,2101.9581109614555,2700,1,3,2,132,Potencial para Retenção
TFBTU3,2023-08-30,0,11698.229440432942,691,3,3,3,333,Potencial para Retenção
TFBTU4,2024-04-24,76,38964.53660976522,453,4,5,4,454,Campeões
TFBTUJ,2020-04-08,0,74156.32562854816,1930,1,3,5,135,Potencial para Retenção
TFBTUO,2025-03-05,260,140917.72983833612,138,5,5,5,555,Campeões
TFBTVB,2018-03-05,0,0.00840771473583952,2695,1,3,1,131,Potencial para Retenção
TFBTVF,2024-11-27,126,92528.10717497856,236,5,5,5,555,Campeões
TFBTVK,2018-12-12,0,375.08076593790435,2413,1,3,2,132,Potencial para Retenção
TFBTX1,2023-10-27,0,6252.451713452839,633,3,3,3,333,Potencial para Retenção
TFBTYK,2024-05-22,21,30442.342430082525,425,4,4,4,444,Campeões
TFBU18,2024-01-23,0,47257.47342788843,545,3,3,4,334,Potencial para Retenção
TFBU74,2025-01-28,436,137820.39919522812,174,5,5,5,555,Campeões
TFBU92,2019-06-27,0,30668.068551452972,2216,1,3,4,134,Potencial para Retenção
TFBUA5,2025-01-22,34,84576.79262200186,180,5,5,5,555,Campeões
TFBUAI,2024-08-27,23,9716.993501506024,328,4,4,3,443,Clientes Leais
TFBUCB,2021-04-30,0,25091.66856833687,1543,2,3,4,234,Potencial para Retenção
TFBUE6,2018-03-20,0,6966.703895691886,2680,1,3,3,133,Potencial para Retenção
TFBUE7,2018-03-20,0,8708.3788186505,2680,1,3,3,133,Potencial para Retenção
TFBUEW,2022-07-26,0,36461.60197147947,1091,2,3,4,234,Potencial para Retenção
TFBUF5,2020-08-27,0,4573.544584854623,1789,2,3,3,233,Potencial para Retenção
TFBUG2,2024-09-30,132,2016434.096789599,294,4,5,5,455,Campeões
TFBUH5,2020-07-30,0,2111.988514641312,1817,1,3,2,132,Potencial para Retenção
TFBUHO,2023-12-29,0,26781.52674537852,570,3,3,4,334,Potencial para Retenção
TFBW11,2018-03-28,0,224.52802202059442,2672,1,3,2,132,Potencial para Retenção
TFBW25,2025-02-25,54,54146.99450230526,146,5,5,5,555,Campeões
TFBW32,2019-12-05,0,1495.3709197722092,2055,1,3,2,132,Potencial para Retenção
TFBW34,2022-02-11,0,5518.626371308764,1256,2,3,3,233,Potencial para Retenção
TFBW51,2018-03-29,0,0.02101928683959882,2671,1,3,1,131,Potencial para Retenção
TFBW68,2018-03-28,0,1325.606547683506,2672,1,3,2,132,Potencial para Retenção
TFBW81,2018-03-28,0,3318.6511219569006,2672,1,3,3,133,Potencial para Retenção
TFBW84,2024-01-31,0,230503.01074004965,537,3,3,5,335,Potencial para Retenção
TFBWAK,2018-03-29,0,5548.97401764778,2671,1,3,3,133,Potencial para Retenção
TFBWAQ,2024-12-30,36,34799.728872936095,203,5,5,4,554,Campeões
TFBWAT,2024-10-31,10,1727.3397693340207,263,4,4,2,442,Clientes Leais
TFBWB0,2018-03-29,0,4843.898856042908,2671,1,3,3,133,Potencial para Retenção
TFBWCE,2023-09-28,0,2311.4195081754256,662,3,3,3,333,Potencial para Retenção
TFBWCW,2023-12-07,0,498.82130756262234,592,3,3,2,332,Potencial para Retenção
TFBWFU,2020-07-31,0,3988.510570390703,1816,1,3,3,133,Potencial para Retenção
TFBWG8,2024-12-03,11,19014.290698828423,230,5,4,4,544,Campeões
TFBWHS,2023-06-29,0,1022749.8253542718,753,3,3,5,335,Potencial para Retenção
TFBWIL,2022-04-14,0,3643.1048336129447,1194,2,3,3,233,Potencial para Retenção
TFBWKB,2018-04-13,0,0.029427001575438302,2656,1,3,1,131,Potencial para Retenção
TFBWL7,2018-04-17,0,2101.932887817248,2652,1,3,2,132,Potencial para Retenção
TFBWMA,2025-03-11,176,324559.66147329134,132,5,5,5,555,Campeões
TFBWO7,2023-11-07,0,54035.60909748491,622,3,3,5,335,Potencial para Retenção
TFBWOA,2024-09-13,56,1306.1637073568766,311,4,5,2,452,Clientes Leais
TFBWP2,2018-05-29,0,3182.673151534168,2610,1,3,3,133,Potencial para Retenção
TFBWPX,2020-07-31,0,2531.2812485176296,1816,1,3,3,133,Potencial para Retenção
TFBWQT,2024-05-29,31,33511.0952508034,418,4,5,4,454,Campeões
TFBWSY,2020-09-23,0,11742.739882244465,1762,2,3,3,233,Potencial para Retenção
TFBWU0,2024-02-23,0,650.99674042395,514,3,3,2,332,Potencial para Retenção
TFBWWF,2023-02-02,0,585.2904497633646,900,3,3,2,332,Potencial para Retenção
TFBWYD,2019-08-28,0,531.6744528929155,2154,1,3,2,132,Potencial para Retenção
TFBWZ1,2019-08-20,0,482.9853768576688,2162,1,3,2,132,Potencial para Retenção
TFBWZ2,2024-10-21,60,33948.65374494332,273,4,5,4,454,Campeões
TFBWZZ,2023-11-09,0,676.711735943515,620,3,3,2,332,Potencial para Retenção
TFBX00,2018-04-27,0,133.2412592762168,2642,1,3,1,131,Potencial para Retenção
TFBX16,2018-04-27,0,133.2412592762168,2642,1,3,1,131,Potencial para Retenção
TFBX17,2024-04-19,5,349.1850045515191,458,4,4,2,442,Clientes Leais
TFBX19,2023-10-30,0,120393.35892280513,630,3,3,5,335,Potencial para Retenção
TFBX21,2024-10-08,18,23603.4736330917,286,4,4,4,444,Campeões
TFBX81,2021-04-20,0,1519.6986423603614,1553,2,3,2,232,Potencial para Retenção
TFBXA3,2025-01-16,20,41787.090523733874,186,5,4,4,544,Campeões
TFBXBW,2021-10-13,0,198.78359949945403,1377,2,3,1,231,Potencial para Retenção
TFBXCY,2022-02-25,0,8396.149924220375,1242,2,3,3,233,Potencial para Retenção
TFBXD0,2019-04-18,0,290.27635125485904,2286,1,3,2,132,Potencial para Retenção
TFBXD1,2020-11-19,0,1046.2938564441793,1705,2,3,2,232,Potencial para Retenção
TFBXD8,2024-08-26,22,7415.141972699979,329,4,4,3,443,Clientes Leais
TFBXDL,2024-06-17,66,6968.835251377416,399,4,5,3,453,Clientes Leais
TFBXDR,2024-06-17,5,1471.9974728065752,399,4,4,2,442,Clientes Leais
TFBXDX,2022-07-08,0,1090.5688822431107,1109,2,3,2,232,Potencial para Retenção
TFBXE4,2022-07-19,0,9520.58928527681,1098,2,3,3,233,Potencial para Retenção
TFBXEA,2025-03-05,132,2905.281623111973,138,5,5,3,553,Clientes Leais
TFBXF5,2024-07-29,10,779.6263681675584,357,4,4,2,442,Clientes Leais
TFBXG7,2023-09-12,0,2996.2446888390277,678,3,3,3,333,Potencial para Retenção
