CD_CLIENTE,DATA_RECENTE,FREQUENCIA,MONETARIO,RECENCIA,R_SCORE,F_SCORE,M_SCORE,RFM_SCORE,SEGMENTO_RFM
TFDQFU,2023-10-31,0,125.72476230237667,629,3,3,1,331,Potencial para Retenção
TFDQFV,2023-10-31,0,125.72476230237667,629,3,3,1,331,Potencial para Retenção
TFDQGD,2023-10-31,0,1271.2128371999922,629,3,3,2,332,Potencial para Retenção
TFDQGO,2023-10-31,0,9509.873652845985,629,3,3,3,333,Potencial para Retenção
TFDQGP,2024-06-28,11,1561.3294418748703,388,4,4,2,442,Clientes Leais
TFDQGV,2023-10-31,0,2790.9997605650783,629,3,3,3,333,Potencial para Retenção
TFDQH1,2023-10-31,0,1964.159870298414,629,3,3,2,332,Potencial para Retenção
TFDQH4,2024-08-30,63,13141.06895853561,325,4,5,4,454,Campeões
TFDQH8,2023-10-31,0,1001.7413760589669,629,3,3,2,332,Potencial para Retenção
TFDQHC,2024-11-01,34,1291.4081679954786,262,4,5,2,452,Clientes Leais
TFDQHE,2025-01-20,8,809.9908299360435,182,5,4,2,542,Clientes Leais
TFDQHH,2023-10-31,0,851.0162739895723,629,3,3,2,332,Potencial para Retenção
TFDQHK,2023-10-31,0,835.9958916139952,629,3,3,2,332,Potencial para Retenção
TFDQHM,2023-11-10,0,31813.00171717791,619,3,3,4,334,Potencial para Retenção
TFDQI0,2023-11-01,0,39.0370195185029,628,3,3,1,331,Potencial para Retenção
TFDQII,2024-02-29,0,54389.935419597336,508,3,3,5,335,Potencial para Retenção
TFDQIK,2023-11-06,0,972.2260934788029,623,3,3,2,332,Potencial para Retenção
TFDQIQ,2025-02-10,10,25457.816137367943,161,5,4,4,544,Campeões
TFDQJG,2023-11-07,0,702.2669848830994,622,3,3,2,332,Potencial para Retenção
TFDQJO,2024-06-14,60,3229.832023487488,402,4,5,3,453,Clientes Leais
TFDQJP,2023-11-13,0,348.9453846815475,616,3,3,2,332,Potencial para Retenção
TFDQJS,2025-02-26,110,31102.52459885537,145,5,5,4,554,Campeões
TFDQK0,2023-11-22,0,623.6716675324712,607,3,3,2,332,Potencial para Retenção
TFDQK8,2024-08-08,34,147607.1220788958,347,4,5,5,455,Campeões
TFDQKI,2023-11-10,0,92.31250394215,619,3,3,1,331,Potencial para Retenção
TFDQKJ,2023-11-10,0,4285.609782153695,619,3,3,3,333,Potencial para Retenção
TFDQKO,2023-11-10,0,65.9459105305573,619,3,3,1,331,Potencial para Retenção
TFDQKX,2025-02-25,28,33602.80239928462,146,5,4,4,544,Campeões
TFDQKY,2023-11-13,0,79.1292072363537,616,3,3,1,331,Potencial para Retenção
TFDQL8,2023-11-22,0,0.00420385736791976,607,3,3,1,331,Potencial para Retenção
TFDQL9,2023-11-14,0,0.00420385736791976,615,3,3,1,331,Potencial para Retenção
TFDQLY,2024-07-18,12,347.05364886598363,368,4,4,2,442,Clientes Leais
TFDQM9,2020-12-10,0,2026.1331356162893,1684,2,3,2,232,Potencial para Retenção
TFDQMH,2023-11-16,0,590.3855248932836,613,3,3,2,332,Potencial para Retenção
TFDQMQ,2023-11-17,0,3690.007270266826,612,3,3,3,333,Potencial para Retenção
TFDQMR,2023-11-17,0,10274.778112511092,612,3,3,3,333,Potencial para Retenção
TFDQMY,2023-11-18,0,0.00420385736791976,611,3,3,1,331,Potencial para Retenção
TFDQN2,2025-02-25,15,3746.784567877946,146,5,4,3,543,Clientes Leais
TFDQNG,2023-11-21,0,1116.750505930517,608,3,3,2,332,Potencial para Retenção
TFDQNJ,2023-11-21,0,4853.06746896235,608,3,3,3,333,Potencial para Retenção
TFDQNN,2024-11-28,11,20381.72562732273,235,5,4,4,544,Campeões
